session_id,rptq_bgn,rptq_end,intv_bgn,intv_end,rdtr_bgn,rdtr_end,call_bgn,call_end,call_type
20090910_120558_HRM_120458,14.344,38.828,38.828,981.969,981.969,2009.190,2009.190,2614.630,low_ve
20090910_135447_LDC_120238,3.404,29.576,29.576,1089.169,1089.169,2091.700,2093.330,2698.670,low_ve
20090910_140949_HRM_120462,5.047,33.703,33.703,971.172,971.172,2040.484,2041.020,2646.360,low_ve
20090910_145833_HRM_120477,4.563,36.031,36.031,960.641,960.641,2000.719,2019.050,2624.220,high_ve
20090910_150024_LDC_120461,4.596,31.424,31.424,889.017,889.017,2237.471,2240.150,2845.540,low_ve
20090910_164121_HRM_120390,7.625,34.234,34.234,986.109,986.109,2189.170,2189.170,2794.330,high_ve
20090911_090839_LDC_120355,4.245,27.308,27.308,948.261,948.261,1972.511,1973.230,2578.050,low_ve
20090911_110038_LDC_120454,4.945,47.508,47.508,974.101,974.101,1958.148,2076.280,2680.760,cell
20090911_111135_HRM_120455,5.266,34.266,34.266,1035.891,1035.891,2041.594,2042.750,2647.600,low_ve
20090911_120947_LDC_120255,8.369,40.932,40.932,967.572,967.572,1997.260,1998.240,2602.810,cell
20090911_121514_HRM_120440,4.438,31.485,31.485,924.234,924.234,1969.844,1971.200,2576.600,high_ve
20090911_130317_LDC_120438,3.315,48.284,48.284,1103.159,1103.159,1999.284,2000.790,2605.820,low_ve
20090911_140948_HRM_120465,7.234,29.828,29.828,969.594,969.594,2111.281,2112.070,2716.650,high_ve
20090911_150034_HRM_120397,2.563,28.547,28.547,756.062,756.062,1947.359,1971.170,2576.380,high_ve
20090911_160436_HRM_120457,7.719,33.516,33.516,1028.812,1028.812,1978.734,1981.380,2586.650,low_ve
20090914_091050_LDC_120430,4.034,32.315,32.315,937.737,937.737,1965.487,2087.880,2692.860,cell
20090914_101748_LDC_120232,4.704,32.923,32.923,984.829,984.829,2173.985,2175.470,2780.490,high_ve
20090914_110824_HRM_120319,35.448,54.342,58.635,971.541,983.659,1837.047,2042.270,2647.770,cell
20090914_110937_LDC_120485,4.876,32.241,32.241,844.482,844.482,1886.150,1886.150,2491.200,high_ve
20090914_120243_HRM_120467,6.608,37.500,39.885,902.481,922.376,1827.147,2016.180,2621.060,high_ve
20090914_125705_LDC_120354,2.212,35.795,35.795,807.999,807.999,1815.946,1835.160,2440.570,low_ve
20090914_135329_HRM_120299,12.882,97.901,108.612,1077.958,1081.178,1901.217,2024.060,2629.420,low_ve
20090914_145431_HRM_120439,6.894,29.843,31.632,994.513,997.281,1844.967,1965.820,2570.760,high_ve
20090914_160255_HRM_120493,4.986,28.626,30.129,1009.948,1013.287,1926.288,2070.230,2675.230,high_ve
20090915_091504_LDC_120432,6.066,41.941,41.941,954.691,954.691,2092.879,2127.280,2732.430,high_ve
20090915_094756_HRM_120447,23.402,45.658,47.233,974.427,980.010,1898.545,2074.730,2680.260,high_ve
20090915_103822_HRM_120463,8.349,36.975,41.054,952.886,955.367,1793.917,2169.880,2774.460,low_ve
20090915_120551_HRM_120481,12.858,41.746,42.939,1083.755,1093.321,1898.760,2245.860,2851.020,low_ve
20090915_121422_LDC_120404,4.100,29.506,29.506,917.756,917.756,2067.662,2069.120,2674.520,low_ve
20090915_130804_LDC_120483,6.868,35.368,35.368,983.603,983.603,2129.212,2138.210,2743.210,high_ve
20090915_135550_HRM_120489,5.487,30.487,33.397,1019.513,1031.131,1852.982,1964.390,2570.020,high_ve
20090915_141204_LDC_120302,5.423,40.361,40.361,860.126,860.126,1841.439,1879.010,2484.410,cell
20090915_145600_HRM_120382,11.271,35.964,36.555,787.335,804.537,1690.832,1838.880,2443.820,low_ve
20090915_150034_LDC_120480,5.546,29.093,29.093,1057.186,1057.186,2271.530,2272.360,2877.520,high_ve
20090915_160101_HRM_120492,9.499,34.735,36.862,930.458,961.484,1847.046,2470.210,3075.750,low_ve
20090915_165604_HRM_120494,39.146,64.623,66.412,1193.416,1197.734,2039.957,2190.470,2795.490,high_ve
20090915_171533_LDC_120400,7.384,29.962,29.962,837.993,837.993,1879.478,1880.580,2485.550,cell
20090916_091139_LDC_120448,5.166,30.572,30.572,1178.853,1178.853,2155.822,2186.840,2791.780,low_ve
20090916_100753_LDC_120426,4.170,30.608,30.608,940.061,940.061,1843.905,2172.410,2777.650,high_ve
20090916_101203_HRM_120425,40.029,66.040,67.461,939.668,942.534,1758.646,1967.500,2572.310,low_ve
20090916_110942_HRM_120295,8.790,31.687,34.995,1078.710,1089.485,1923.960,2202.750,2808.150,low_ve
20090916_120216_HRM_120297,11.729,35.477,36.199,931.551,940.655,1854.335,1971.460,2576.540,low_ve
20090916_120543_LDC_120496,4.614,33.693,33.693,965.208,965.208,2666.036,2673.390,3278.600,high_ve
20090916_124835_HRM_120282,4.389,26.908,28.459,954.699,959.590,1727.648,1837.650,2442.810,high_ve
20090916_135145_LDC_120497,7.259,31.884,31.884,1094.634,1094.634,2021.493,2023.550,2628.250,high_ve
20090916_140634_HRM_120299,3.615,20.936,21.479,1032.302,1036.720,1843.856,2034.530,2639.570,cell
20090916_145519_HRM_120525,7.872,35.806,39.599,853.841,860.353,1839.003,2063.090,2668.070,high_ve
20090916_151838_LDC_120362,6.819,29.350,29.350,870.131,870.131,1898.930,1898.930,2504.030,cell
20090916_160453_LDC_120475,4.785,27.566,27.566,968.957,968.957,1924.582,1925.710,2530.880,low_ve
20090916_160526_HRM_120466,5.057,25.859,26.574,929.413,932.419,1833.492,2140.210,2745.690,low_ve
20090916_165453_LDC_120399,3.623,33.716,33.716,847.810,847.810,1805.170,1824.940,2429.870,high_ve
20090916_165900_HRM_120460,7.180,35.806,36.832,918.774,927.791,1833.302,1966.160,2571.210,high_ve
20090917_091421_LDC_120317,4.350,31.271,31.271,1049.662,1049.662,2086.318,2110.550,2715.690,low_ve
20090917_103554_HRM_120348,29.103,59.256,59.781,994.633,996.875,1825.859,1947.540,2552.690,low_ve
20090917_105226_LDC_120502,4.410,29.847,29.847,1050.004,1050.004,2004.082,2004.970,2610.470,low_ve
20090917_114202_LDC_120503,5.285,35.942,35.942,883.020,883.020,1984.910,2010.990,2615.720,high_ve
20090917_121101_HRM_120301,20.563,42.247,45.444,1071.159,1073.473,1913.216,2007.840,2613.260,low_ve
20090917_130902_HRM_120469,5.558,28.936,31.465,996.112,1009.327,1841.078,1966.940,2571.920,low_ve
20090917_135739_LDC_120506,3.572,27.885,27.885,862.119,862.119,1889.541,1891.030,2496.180,high_ve
20090917_141048_HRM_120409,29.843,54.604,55.344,918.583,974.022,1757.920,1882.800,2488.300,low_ve
20090917_145917_HRM_120509,5.534,25.310,26.598,920.396,926.455,1817.629,1941.250,2546.190,high_ve
20090917_150720_LDC_120461,4.764,30.920,30.920,1005.655,1005.655,2000.240,2000.240,2605.710,cell
20090917_170429_HRM_120339,7.085,31.918,32.896,880.892,883.397,1672.567,1793.830,2399.060,low_ve
20090918_090836_LDC_120448,92.387,116.481,116.481,1236.840,1236.840,2145.887,2178.790,2783.790,normal
20090918_100111_LDC_120484,7.695,31.116,31.116,935.429,935.429,1979.491,1980.640,2585.450,high_ve
20090918_100515_HRM_120443,5.789,32.160,33.814,993.762,996.030,1870.132,2027.540,2633.160,low_ve
20090918_110533_LDC_120438,3.314,27.439,27.439,1009.970,1009.970,2161.480,2161.480,2766.900,cell
20090918_115622_LDC_120367,3.649,37.962,37.962,956.914,956.914,1931.352,1964.830,2569.910,high_ve
20090918_124804_HRM_120428,8.230,29.819,31.393,877.290,884.256,1740.840,1897.580,2502.820,high_ve
20090918_130833_LDC_120316,4.913,30.460,30.460,1000.288,1000.288,2061.810,2061.810,2667.350,high_ve
20090918_141635_HRM_120462,4.556,32.204,35.496,942.796,955.749,1833.755,2110.480,2715.330,cell
20090918_151011_HRM_120242,4.676,25.477,26.718,1024.213,1031.035,1967.343,2205.190,2809.950,cell
20090918_151047_LDC_120238,3.906,26.860,26.860,1109.953,1109.953,2149.610,2150.600,2755.760,cell
20090918_160540_LDC_120347,3.825,29.919,29.919,830.513,830.513,2010.966,2011.660,2616.990,cell
20090918_160558_HRM_120466,5.677,26.646,29.509,981.870,985.878,1864.408,2122.210,2727.870,cell
20090918_165654_LDC_120488,3.741,27.210,27.210,927.788,927.788,1825.069,2002.010,2607.050,high_ve
20090921_104402_LDC_120510,11.913,38.788,38.788,1038.507,1038.507,2123.933,2248.870,2853.890,high_ve
20090921_120420_HRM_120458,9.709,29.079,31.727,1035.353,1043.583,1968.869,2119.020,2723.830,cell
20090921_120544_LDC_120424,3.957,33.394,33.394,977.519,977.519,1913.254,2094.290,2699.450,cell
20090921_125850_HRM_120553,5.248,30.010,32.467,895.468,898.402,1796.827,1976.250,2581.550,high_ve
20090921_130118_LDC_120501,6.693,30.521,30.521,949.708,949.708,1952.896,1954.140,2559.160,high_ve
20090921_141026_HRM_120409,15.816,42.581,44.656,910.115,919.060,1754.580,1867.480,2472.720,low_ve
20090921_143116_LDC_120511,6.556,42.024,42.024,968.884,968.884,2067.337,2070.100,2675.270,high_ve
20090921_155202_HRM_120565,8.993,37.452,37.834,930.701,951.288,1801.455,2068.520,2673.490,high_ve
20090921_155306_LDC_120563,6.411,27.629,27.629,1003.582,1003.582,2318.114,2319.050,2924.160,high_ve
20090921_164702_LDC_120505,5.017,34.142,34.142,985.049,985.049,2020.330,2020.330,2625.300,high_ve
20090921_180309_LDC_120569,4.486,25.892,25.892,956.689,956.689,1996.689,1997.450,2602.590,high_ve
20090921_180321_HRM_120365,6.178,28.459,29.938,969.442,980.487,1808.278,2062.150,2667.290,high_ve
20090921_185254_LDC_120562,5.045,33.373,33.373,939.327,939.327,2021.733,2048.400,2653.730,normal
20090921_190312_HRM_120529,4.556,31.536,33.755,1045.563,1047.805,1918.702,2149.130,2753.980,high_ve
20090922_091120_LDC_120432,6.037,42.896,42.896,976.724,976.724,2036.943,2044.100,2649.020,cell
20090922_092340_HRM_120447,3.000,35.813,35.813,963.969,963.969,2066.938,2069.670,2674.420,low_ve
20090922_102146_HRM_120315,6.418,30.808,30.808,1205.011,1205.011,2194.57,2194.57,2799.86,low_ve
20090922_110735_LDC_120418,14.654,47.092,47.092,1013.201,1013.201,2244.623,2247.780,2852.410,low_ve
20090922_121824_HRM_120467,4.492,37.726,37.726,1096.757,1096.757,2127.211,2129.870,2735.090,low_ve
20090922_130939_LDC_120564,4.449,38.105,38.105,1066.183,1066.183,2032.199,2033.540,2638.140,high_ve
20090922_140001_LDC_120468,4.764,51.061,51.061,925.842,925.842,2069.780,2093.420,2698.530,low_ve
20090922_142912_HRM_120265,6.327,32.062,32.062,1083.374,1083.374,2084.733,2085.540,2690.840,high_ve
20090922_161357_HRM_120293,9.966,34.498,34.498,911.747,911.747,1996.966,1998.940,2603.520,low_ve
20090922_181532_HRM_120376,4.643,26.142,26.142,927.908,927.908,2092.220,2093.160,2698.210,low_ve
20090922_191418_HRM_120435,2.290,26.415,26.415,1080.102,1080.102,2054.055,2059.310,2664.290,cell
20090923_091121_HRM_120295,4.846,30.080,30.080,900.627,900.627,2086.680,2086.680,2691.760,cell
20090923_100640_HRM_120425,6.489,33.208,33.208,1022.614,1022.614,2143.470,2143.470,2748.870,cell
20090923_101421_LDC_120483,4.033,31.939,31.939,1181.033,1181.033,2213.657,2223.100,2828.690,low_ve
20090923_105657_HRM_120463,5.988,30.566,30.566,1015.910,1015.910,2337.890,2337.890,2943.450,cell
20090923_120155_HRM_120453,10.350,40.708,43.411,921.332,921.332,2026.051,2027.110,2632.570,low_ve
20090923_120852_LDC_120426,4.576,30.201,30.201,987.326,987.326,2014.513,2025.610,2630.640,low_ve
20090923_125847_LDC_120499,4.170,29.466,29.466,1002.263,1002.263,2000.763,2012.360,2617.920,high_ve
20090923_130547_HRM_120481,7.110,32.907,32.907,1061.922,1061.922,2116.751,2117.650,2722.990,cell
20090923_135123_LDC_120522,5.359,37.796,37.796,920.577,920.577,1912.187,1914.650,2519.730,high_ve
20090923_140655_HRM_120493,3.239,30.942,30.942,873.989,873.989,1906.786,1933.820,2539.300,low_ve
20090923_144033_LDC_120450,4.946,32.805,32.805,988.493,988.493,1931.102,1932.320,2537.400,high_ve
20090923_145827_HRM_120523,3.368,34.681,34.681,852.524,852.524,1857.774,1860.150,2465.060,high_ve
20090923_155319_HRM_120527,5.781,39.891,39.891,1024.000,1024.000,2013.734,2040.370,2645.660,high_ve
20090923_164740_LDC_120526,4.964,36.651,36.651,1020.807,1020.807,1984.932,1986.230,2591.310,high_ve
20090923_170634_HRM_120535,8.787,34.662,34.662,953.037,953.037,1973.849,1975.470,2580.350,high_ve
20090923_175046_LDC_120534,3.810,29.122,29.122,844.903,844.903,1879.153,1902.560,2507.850,high_ve
20090923_184057_LDC_120536,3.432,29.401,29.401,871.197,871.197,1856.385,1859.470,2464.700,high_ve
20090923_184900_HRM_120513,46.427,69.334,69.334,1038.427,1038.427,2027.333,2053.850,2659.050,high_ve
20090924_101234_LDC_120209,25.183,74.371,74.371,962.511,962.511,1958.699,1980.010,2585.050,low_ve
20090924_110701_LDC_120468,4.102,32.696,32.696,769.602,769.602,1857.321,1877.770,2482.860,cell
20090924_115727_HRM_120297,5.376,27.939,27.939,1050.626,1050.626,2115.090,2115.090,2720.030,cell
20090924_124551_LDC_120533,35.474,65.693,65.693,1035.693,1035.693,2174.912,2180.970,2785.810,high_ve
20090924_130721_HRM_120492,4.946,34.790,34.790,807.884,807.884,2298.852,2344.050,2949.610,cell
20090924_141128_HRM_120525,7.446,35.712,35.712,916.384,916.384,2001.587,2002.500,2607.500,low_ve
20090924_145805_HRM_120494,7.488,32.707,32.707,1036.019,1036.019,1989.613,2012.840,2618.260,low_ve
20090924_150751_LDC_120480,3.810,27.451,27.451,1045.982,1045.982,2074.513,2075.240,2680.800,low_ve
20090924_155801_LDC_120560,6.965,36.105,36.105,1085.418,1085.418,2336.652,2337.780,2942.530,high_ve
20090924_164741_HRM_120521,32.954,64.344,64.344,1009.719,1009.719,2120.735,2146.190,2751.750,high_ve
20090924_174104_LDC_120537,4.827,29.311,29.311,954.092,954.092,2104.421,2105.220,2710.330,high_ve
20090925_094901_HRM_120306,4.118,42.540,42.540,874.962,874.962,1920.384,1921.090,2525.840,high_ve
20090925_102639_LDC_120483,3.664,30.070,30.070,959.101,959.101,1809.461,1935.510,2540.660,cell
20090925_114220_HRM_110236,4.318,33.959,33.959,981.802,981.802,1916.130,1940.450,2545.450,high_ve
20090925_131240_HRM_120550,5.61,32.75,32.75,958.859,958.859,1918.953,2003.88,2609.16,cell
20090925_143717_HRM_120444,3.314,29.767,29.767,884.908,884.908,1971.408,1972.900,2578.130,low_ve
20090925_151223_LDC_120426,5.072,47.291,47.291,946.307,946.307,1995.520,1995.520,2600.250,cell
20090925_152410_HRM_120509,4.811,27.436,27.436,947.514,947.514,2127.155,2127.860,2732.970,low_ve
20090925_160859_LDC_120503,4.346,36.050,36.050,910.612,910.612,1979.862,1995.990,2600.560,low_ve
20090925_161740_HRM_120457,3.436,30.764,30.764,943.717,943.717,2079.270,2079.270,2684.030,cell
20090925_170037_LDC_120498,3.853,34.056,34.056,983.931,983.931,2298.165,2298.980,2904.270,high_ve
20090925_171554_HRM_120433,7.348,48.645,48.645,951.410,951.410,2110.379,2110.590,2715.760,high_ve
20090928_092650_LDC_120209,1.983,27.436,27.436,836.686,836.686,1874.451,1886.630,2492.030,cell
20090928_101208_LDC_120520,1.619,52.697,52.697,958.494,958.494,2025.228,2052.920,2658.070,high_ve
20090928_105934_HRM_120494,4.848,32.746,32.746,984.225,984.225,1916.392,1940.680,2545.980,cell
20090928_110756_LDC_120552,7.927,32.210,32.210,931.912,931.912,2016.136,2021.740,2626.620,high_ve
20090928_120003_LDC_120546,10.933,40.484,40.484,931.738,931.738,2136.707,2170.150,2775.670,high_ve
20090928_121207_HRM_120301,3.160,27.926,27.926,992.232,992.232,2030.290,2030.290,2635.290,cell
20090928_132946_LDC_120210,4.207,28.895,28.895,924.856,924.856,1890.222,1903.54,2508.54,low_ve
20090928_140032_HRM_120525,3.206,30.808,30.808,865.049,865.049,1918.928,1922.690,2527.710,cell
20090928_141544_LDC_120510,4.346,28.068,28.068,906.199,906.199,2051.567,2070.990,2676.260,cell
20090928_145117_HRM_120575,3.982,33.939,33.939,848.681,848.681,2026.048,2031.520,2636.480,high_ve
20090928_161027_HRM_120229,3.344,26.644,26.644,945.346,945.346,1942.335,1945.120,2550.560,cell
20090928_174843_LDC_120555,1.623,28.400,28.400,984.694,984.694,2132.822,2139.250,2744.830,high_ve
20090929_090306_HRM_120482,2.689,26.111,26.111,1181.799,1181.799,2044.924,2045.410,2650.740,high_ve
20090929_100723_HRM_120568,1.703,63.593,63.593,1025.593,1025.593,2376.670,2376.670,2981.780,high_ve
20090929_111003_HRM_120465,3.708,27.536,27.536,1114.442,1114.442,1999.458,1999.810,2605.410,low_ve
20090929_122342_HRM_120365,4.490,28.318,28.318,944.475,944.475,1983.193,1984.290,2588.950,low_ve
20090929_132046_HRM_120633,28.984,48.282,48.664,1064.288,1064.288,1937.285,2097.050,2702.590,high_ve
20090929_134206_LDC_120632,6.056,34.603,34.603,993.119,993.119,1914.431,1938.170,2543.730,high_ve
20090929_151031_HRM_120472,3.924,39.955,39.955,1055.564,1055.564,2085.486,2086.390,2691.830,low_ve
20090929_160318_HRM_120565,7.841,62.263,62.263,1066.154,1066.154,2239.716,2265.050,2870.150,low_ve
20090929_164242_LDC_120524,3.577,29.062,29.062,964.327,964.327,2099.030,2099.800,2705.020,high_ve
20090929_173653_LDC_120548,1.274,24.711,24.711,992.149,992.149,1900,2110.69,2715.88,high_ve
20090930_090530_LDC_120475,5.933,27.027,27.027,1073.121,1073.121,2167.480,2167.480,2772.210,normal
20090930_091345_HRM_120447,4.151,34.697,34.697,933.354,933.354,2113.916,2143.720,2748.410,cell
20090930_095948_LDC_120573,7.037,47.209,47.209,1013.068,1013.068,2114.412,2613.280,3218.580,high_ve
20090930_100211_HRM_120649,4.527,32.964,32.964,934.199,934.199,1971.886,2326.320,2930.570,high_ve
20090930_110054_LDC_120367,3.963,27.323,27.323,1066.119,1066.119,2034.151,2034.590,2639.790,low_ve
20090930_110139_HRM_120566,5.377,31.486,31.486,1021.346,1021.346,2158.205,2164.730,2769.710,high_ve
20090930_120237_LDC_120562,13.601,39.507,39.507,987.647,987.647,1955.460,1955.780,2560.940,high_ve
20090930_124534_HRM_120576,3.817,26.442,26.442,915.161,915.161,1909.989,1938.290,2543.340,high_ve
20090930_125756_LDC_120577,8.211,30.789,30.789,948.539,948.539,1998.110,1998.110,2602.900,high_ve
20090930_133818_HRM_120631,1.777,24.136,24.136,1029.136,1029.136,2047.792,2072.050,2677.460,high_ve
20090930_135232_LDC_120544,13.826,35.404,35.404,1014.107,1014.107,2102.841,2104.040,2708.970,high_ve
20090930_142847_HRM_120401,3.705,30.189,30.189,1041.080,1041.080,2097.920,2097.920,2703.270,high_ve
20090930_154207_LDC_120653,7.414,35.883,35.883,900.070,900.070,1989.320,1991.320,2596.360,high_ve
20090930_165747_HRM_120572,3.759,26.852,26.852,957.024,957.024,2121.118,2121.710,2727.120,high_ve
20090930_165847_LDC_120488,4.268,77.706,77.706,1126.565,1126.565,2397.097,2416.270,3021.210,low_ve
20090930_184015_HRM_120345,5.250,49.625,49.625,987.672,987.672,2047.719,2062.410,2667.150,low_ve
20090930_184657_LDC_120484,4.143,26.034,26.034,974.971,974.971,2174.096,2175.000,2780.060,low_ve
20091001_091013_HRM_120523,11.285,41.066,41.066,1019.035,1019.035,2161.820,2161.820,2766.750,low_ve
20091001_091125_LDC_120522,5.436,38.468,38.468,913.702,913.702,1961.170,1965.890,2570.670,low_ve
20091001_100434_LDC_120499,2.957,25.363,25.363,884.316,884.316,1902.097,1902.660,2507.570,low_ve
20091001_105132_HRM_120382,4.085,36.304,36.304,955.523,955.523,2059.242,2256.700,2861.320,cell
20091001_115056_LDC_120485,4.480,30.495,30.495,908.308,908.308,2035.120,2036.460,2641.370,low_ve
20091001_115847_HRM_120580,3.064,28.502,28.502,996.392,996.392,2263.798,2264.080,2869.680,high_ve
20091001_125246_LDC_120563,4.711,29.523,29.523,987.711,987.711,2035.742,2070.620,2675.790,low_ve
20091001_130711_HRM_120339,5.698,31.105,31.105,978.230,978.230,2083.450,2083.450,2688.450,cell
20091001_135826_HRM_120660,2.972,27.722,27.722,1124.863,1124.863,2137.128,2137.220,2742.220,high_ve
20091001_140916_LDC_120497,7.561,30.155,30.155,1063.296,1063.296,2368.624,2371.500,2976.640,low_ve
20091001_145514_HRM_120368,4.131,26.678,26.678,1068.506,1068.506,2142.397,2142.980,2747.980,high_ve
20091001_151556_LDC_120450,23.165,55.758,55.758,957.524,957.524,2175.524,2175.970,2781.140,low_ve
20091001_161108_HRM_120565,8.302,70.708,70.708,1086.723,1086.723,2379.300,2379.300,2984.280,cell
20091001_163454_LDC_120556,6.512,33.934,33.934,900.512,900.512,1881.215,2022.720,2627.960,cell
20091001_170753_HRM_120390,4.108,28.640,28.640,1004.171,1004.171,2017.562,2018.470,2623.490,low_ve
20091001_181142_LDC_120540,5.381,45.381,45.381,1098.709,1098.709,2076.303,2104.390,2709.800,high_ve
20091001_181202_HRM_120541,3.939,35.611,35.611,937.126,937.126,2079.970,2080.740,2686.150,high_ve
20091001_190532_HRM_120570,3.727,27.617,27.617,929.695,929.695,2035.039,2035.750,2640.720,high_ve
20091002_091707_LDC_120560,21.000,54.329,54.329,962.344,962.344,2087.985,2088.010,2692.820,low_ve
20091002_100056_HRM_120261,3.305,35.665,35.665,1115.821,1115.821,2225.993,2236.830,2841.590,high_ve
20091002_101318_LDC_120579,2.468,25.171,25.171,881.530,881.530,2227.577,2227.880,2832.910,high_ve
20091002_110328_LDC_120367,4.869,33.541,33.541,940.775,940.775,1933.541,1934.380,2539.410,cell
20091002_120640_HRM_120428,3.559,28.480,28.480,1032.730,1032.730,2097.199,2097.690,2702.630,low_ve
20091002_120908_LDC_120562,9.412,35.365,35.365,1081.084,1081.084,2044.084,2055.140,2659.990,cell
20091002_130458_HRM_120561,6.153,26,26,967.386,967.386,1877,2231.55,2837.13,high_ve
20091002_131349_LDC_120533,3.408,26.516,26.516,950.172,950.172,1888.400,1888.400,2493.440,cell
20091002_140509_LDC_120679,1.027,25.136,25.136,958.792,958.792,1999.690,1999.690,2604.730,cell
20091002_140948_HRM_120315,23.234,51.937,51.937,1175.562,1175.562,2352.171,2400.290,3005.440,cell
20091002_151132_HRM_120527,4.321,44.977,44.977,984.414,984.414,1993.633,2004.020,2609.070,low_ve
20091002_170608_LDC_120488,36.719,62.641,62.641,1060.438,1060.438,2092.281,2107.770,2712.700,cell
20091002_170820_HRM_120513,4.160,24.581,24.581,993.707,993.707,1970.519,1971.110,2576.040,low_ve
20091005_091242_LDC_120503,6.801,31.598,31.598,911.379,921.238,2105.410,2105.410,2710.170,cell
20091005_091720_HRM_120443,4.004,34.644,34.644,942.913,942.913,1849.800,1910.240,2515.030,cell
20091005_100816_HRM_120530,5.058,29.715,29.715,998.805,998.805,1938.610,1941.660,2546.750,high_ve
20091005_110040_HRM_120535,3.702,29.839,29.839,862.194,862.194,1963.859,1969.470,2574.810,low_ve
20091005_113523_LDC_120592,8.839,45.326,45.326,1001.075,1001.075,2200.948,2205.270,2810.300,high_ve
20091005_130956_LDC_120533,3.882,35.334,35.334,984.116,984.116,1994.136,2002.370,2607.890,low_ve
20091005_140646_HRM_120591,9.498,40.779,40.779,964.592,964.592,2201.560,2207.400,2812.400,high_ve
20091005_140732_LDC_120589,17.308,50.304,50.304,994.098,994.098,2130.739,2175.850,2780.850,high_ve
20091005_150114_HRM_120692,12.124,43.608,43.608,1228.876,1228.876,2337.212,2340.760,2946.300,high_ve
20091005_150244_LDC_120534,22.468,49.884,49.884,946.640,946.640,2025.310,2025.310,2630.460,low_ve
20091005_155344_HRM_120593,3.063,30.915,30.915,935.947,935.947,2028.681,2044.260,2649.500,high_ve
20091005_155400_LDC_120480,7.155,31.875,31.875,967.518,967.518,2336.950,2341.770,2947.210,cell
20091005_165449_LDC_120526,9.535,46.349,46.349,965.611,965.611,1991.310,1998.650,2604.120,low_ve
20091005_173939_HRM_120581,6.780,59.040,59.040,1081.513,1081.513,2198.156,2208.540,2813.690,high_ve
20091005_184110_HRM_120595,3.619,27.247,27.247,1059.149,1059.149,2226.042,2232.280,2837.390,high_ve
20091005_190820_LDC_120317,5.483,29.283,29.283,873.140,873.140,1981.414,2011.870,2616.840,cell
20091006_090723_HRM_120575,7.234,41.016,41.016,998.297,998.297,2000.406,2002.130,2607.300,low_ve
20091006_093436_LDC_120552,48.359,57.453,57.453,983.422,983.422,2168.016,2189.810,2794.620,low_ve
20091006_100710_HRM_120452,8.549,32.737,32.737,971.112,971.112,2008.127,2010.960,2615.980,low_ve
20091006_114845_HRM_120597,9.051,34.333,34.333,1066.676,1066.676,2333.020,2333.320,2938.240,high_ve
20091006_120814_LDC_120506,8.453,36.672,36.672,942.594,942.594,1904.031,1905.770,2510.750,low_ve
20091006_125922_LDC_120613,24.156,62.813,62.813,1196.828,1196.828,2192.422,2199.920,2805.740,high_ve
20091006_131045_HRM_110236,3.747,59.169,59.169,1060.465,1060.465,2062.996,2088.460,2693.080,low_ve
20091006_143145_LDC_120605,12.312,45.203,45.203,1077.203,1077.203,2112.344,2119.740,2724.670,high_ve
20091006_144544_HRM_120602,10.385,38.978,38.978,885.010,885.010,2015.619,2015.890,2620.730,high_ve
20091006_153417_LDC_120590,37.297,67.312,67.312,1090.235,1090.235,2123.281,2143.580,2748.630,high_ve
20091006_155736_HRM_120293,5.138,29.154,29.154,902.076,902.076,2058.279,2072.180,2677.570,cell
20091006_170037_HRM_120521,15.967,66.561,66.561,1001.342,1001.342,2013.701,2034.440,2639.110,low_ve
20091006_172147_LDC_120600,4.391,29.188,29.188,884.359,887.422,1887.797,1888.45,2493.87,high_ve
20091006_183500_LDC_120212,3.922,50.375,50.375,941.750,941.750,2251.406,2252.470,2857.390,cell
20091006_184748_HRM_120538,3.930,29.196,29.196,1004.696,1004.696,2145.102,2146.060,2751.030,high_ve
20091007_095215_HRM_120578,3.568,29.834,29.834,1015.255,1015.255,2210.443,2215.710,2820.340,high_ve
20091007_104514_HRM_120610,6.135,34.713,34.713,934.572,934.572,1972.276,1973.260,2578.740,high_ve
20091007_114741_LDC_120601,3.500,70.516,70.516,1075.812,1075.812,2148.875,2166.760,2771.790,high_ve
20091007_120942_HRM_120453,14.802,43.380,43.380,939.645,939.645,2151.400,2151.400,2756.880,cell
20091007_124127_LDC_120617,12.953,36.781,36.781,1007.031,1007.031,1963.766,2158.360,2763.280,high_ve
20091007_132343_HRM_120272,7.438,30.500,30.500,1188.859,1188.859,2275.719,2303.480,2908.500,normal
20091007_133931_LDC_120626,2.938,29.438,29.438,1086.438,1086.438,2007.078,2007.600,2612.690,high_ve
20091007_143736_HRM_120674,7.253,36.628,36.628,1040.643,1040.643,2260.990,2260.990,2866.410,high_ve
20091007_180910_LDC_120534,3.750,31.922,31.922,979.359,979.359,2224.797,2225.070,2830.180,cell
20091008_091624_LDC_120501,4.625,27.172,27.172,932.516,932.516,1872.250,1872.730,2477.780,low_ve
20091008_095202_HRM_120585,16.150,49.306,49.306,1030.650,1030.650,2088.916,2090.130,2695.430,high_ve
20091008_113353_LDC_120612,22.781,47.609,47.609,1060.422,1060.422,2084.422,2087.700,2692.610,high_ve
20091008_124118_HRM_120713,15.610,40.750,40.750,1000.750,1000.750,2243.750,2271.040,2876.340,high_ve
20091008_124246_LDC_120558,6.969,35.516,35.516,1041.922,1041.922,2167.844,2186.040,2791.340,high_ve
